Tweet_Tokens,Subjectivity,Polarity,Analysis
temu badarawuhi desa tari kkn desa tari luwih dowo luwih medeni tayang mei primevideoid kkndidesapenari luwihdowoluwihmedeni kknmovie pichousefilms mdpictures mdentertainment primevideo https co nmly tioey,0.0,0.0,netral
temu badarawuhi desa tari kkn desa tari luwih dowo luwih medeni tayang mei primevideoid kkndidesapenari luwihdowoluwihmedeni kknmovie pichousefilms mdpictures mdentertainment primevideo https co cdaw bdxwm,0.0,0.0,netral
temu badarawuhi desa tari kkn desa tari luwih dowo luwih medeni tayang mei primevideoid kkndidesapenari luwihdowoluwihmedeni kknmovie pichousefilms mdpictures mdentertainment primevideo https co ai gc nzty,0.0,0.0,netral
temu badarawuhi desa tari kkn desa tari luwih dowo luwih medeni tayang mei primevideoid kkndidesapenari luwihdowoluwihmedeni kknmovie pichousefilms mdpictures mdentertainment primevideo https co eds bhno,0.0,0.0,netral
bikin trit buk biar ti yg jadiin lem kayak kkn desa tari,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
wviinteo kkn desa tari,0.0,0.0,netral
chatgpt store data indonesian autobase gives misinformation answer put wikipedia including also unique case well asked kkn desa tari answered misinformation,1.0,0.375,positif
paltiwest desa tari sih,0.0,0.0,netral
sewu dino beneran bikin gue bayang bayang mulu anjir btw gara kkn desa tari gue kambek twitter hiatus,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
kit dhat official lyric video ost kkn desa tari https co hrnha gyoo,0.65,0.25,positif
jujur hari mikir desa tari yg kkn desa tari astaga https co arbljwd bx,0.0,0.0,netral
ccaoca kkn desa tari season,0.0,0.0,netral
tanyakanrl kkm desa tari,0.0,0.0,netral
kit dhat bedah lirik ost kkn desa tari https co yuormrjew,0.0,0.0,netral
anakpanadol merinding darl keinget scene kkn desa tari yg tiba nari hutan malam,0.0,0.0,netral
lanjut tonton kkn desa tari emut pocky,0.0,0.0,netral
gyuqxka kyk kkn desa tari,0.0,0.0,netral
icafasih syuting kkn desa tari wkwk,0.0,0.0,netral
nctzenbase byangin ntar jaemin kluar dri rumah hantu baju udah compang camping krna tarik renjun haechan wktu wahana kkn desa tari aja tarik renjun ga melar baju,0.0,0.0,netral
film indonesia tayang prime video ramadhan qodrat induk gajah srimulat hil mustahal sassy girl autobiogrphy miracle cell hitmen kkn desa tari https co p tgmjmvsy,0.0,0.0,netral
kkn desa tari juta tonton tahun telah,0.0,0.0,netral
nus coming prime video qodrat mar induk gajah mar srimulat hil mustahal mar sassy girl apr autobiography apr miracle cell apr hitmen apr kkn desa tari luwih dowo luwih medeni may,0.0,0.0,netral
yumewune tau ah kkn desa tari becomes top grossing film indo skrg org kek gin goblok think theyre mc horror movie,0.5,0.5,positif
tanyarlfes cerita simplem sinpenulis kkn desa tari,0.0,0.0,netral
malvin juan tanyakanrl bener sih bang kemungki ting gak percaya orang kayak film gw ga percaya film kkn desa tari true story yg percaya true story,0.65,0.35,positif
ardhitya tio arep nyaingi kkn desa tari dadi kkn desa,0.0,0.0,netral
upanpuan tanyarlfes backsound kkn desa tari pas iku,0.0,0.0,netral
moviemenfes nonton kkn desa tari doang,0.0,0.0,netral
hochiolatte msh kaya sih viral nya bareng kkn desa tari tp lupa akun yg nya search thread sewu dino muncul ka wkwk,0.0,0.0,netral
pecah warkop dki reborn juta tonton kkn desa tari juta tonton,0.0,0.0,netral
shinemahae adhityoagam tanyarlfes lho uy tulis kkn desa tari sewu dino sewu kali rem desa tari,0.0,0.0,netral
seribuanaja awisuryadi barangkali minat kkn desa tari pt bang,0.0,0.0,netral
nojakapan sakit hati kalo dipake bangkit listrik tenaga surya udh rang tapak tilas desa tari https co nejpiy ci,0.0,0.0,netral
tu kali baca thread simple man kkn desa tari ituu rem bgtt trus abis tu baca rem kkn desa tari,0.35714285714285715,0.0,netral
kuda kepang seram kkn desa tari tu cerita dikffkak,0.0,0.0,netral
desa banyuwangi rapopo kkn desa tari lesgo,0.0,0.0,netral
jenohukum desa tari,0.0,0.0,netral
kerja minionsnya simpleman horor yg booming lg kaya kkn desa tari goblok,0.0,0.0,netral
ubsansfess desa tari nder,0.0,0.0,netral
sambut ramadan keliling sungkem sinema lokal ustadz qodrat kkn desa tari leuwih dowo leuwih medeni sampe geng srimulat nih yg jd temen ngabuburit primevideoid,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
kkn desa tari extended version tayang prime video mei ti https co jurhvkwbph,0.0,0.0,netral
peaarrlyyy kkn desa tari,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
wafahusain ubsansfess camat kkn desa tari wkwk,0.0,0.0,netral
ubsansfess kelompok desa tari,0.0,0.0,netral
anj dapet kkn banyuwangi kkn desa tari ril kah,0.0,0.0,netral
review konten viral kkn desa tari milik nessie jugde nerror link https co ec cif mg pmmuajy masboi,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
theonlykiaz tanyarlfes mikir aja make logika cerita kek gin tuh banget tebar sosmed jatuh kaya cerita kkn desa tari tuh apalgi foto burem ga gitu ya skeptis,0.0,0.0,netral
tanyarlfes inget film sewu dino lanjut kkn desa tari,0.0,0.0,netral
trus random bacain thread wkwkk seru jg kaya pas baca cerita kkn desa tari scroll scroll ga asa,0.5,-0.5,negatif
cite pulau tu x byk jumpscare mcm kkn desa tari vibe seram ok tp scene tu brilliant jumpscare ending expect pon mcm tu pikir logic la ending tp sgt old cliche patotnya beyond expectation la sikit maybe nak happy ending kot,0.675,0.575,positif
myjeongooo indomyfess dancer desa tari iye kalik,0.0,0.0,netral
list film horror tonton bioskop since conjuring kkn desa tari maghrib udah ya kalo ga nambah kecuali insidious conjuring tayang,0.0,0.0,netral
ted kho piokharisma tuju aksen jawa aktor aktris film kkn desa tari ganggu bgt asli maksud gw kalo indo ya indo aja kalo jawa ya jawa,0.0,0.0,netral
moviemenfes kkn desa tari,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
harga tiket kkn desa tari,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
oke review kkn desa tari peti film rilis sayang pan https co fauglpd ceritahoror,0.0,0.0,netral
tanyarlfes santet sunrise java desa tari,0.0,0.0,netral
tanyarlfes thread kkn desa tari,0.0,0.0,netral
padukakolorijo kosple kkn desa tari kak,0.0,0.0,netral
tanyarlfes santet ujung jawa kkn desa tari,0.0,0.0,netral
tanyarlfes baca thread kkn desa tari,0.0,0.0,netral
ambil batang cigaret usir penat dingin desa glagah angin tiup terpa pepoho depan rumah liuk liuk tari latar acara festival dance tambah suasana cekam malam kali desa glagah pintu rumah tetiba derit,0.0,0.0,netral
kyaiahy kkn desa tari,0.0,0.0,netral
firdaustaicho hezerisamsuri mcm scene kkn desa tari,0.0,0.0,netral
kkn desa tari film film horor indonesia rekor tonton https co ppfwtpggp,0.0,0.0,netral
masnovaa liat komen komennya jd ngebayangin wik wik tengah hutan dalem tendam ntar kena karma kayak film kkn desa tari wwkkwkw maaf salfok bang random jg komen ku hha,0.5,-0.5,negatif
kisah kkn desa tari angkat layar lebar https co j u hyqyj,0.0,0.0,netral
md pictures angkat kisah kkn desa tari layar lebar https co p nddtrahm,0.0,0.0,netral
sosok simpleman rahasia kkn desa tari https co f hdg nsjv,0.0,0.0,netral
dandhy laksono cucukdonartono nek antagonise beda teh ketoe kkn desa tari ki,0.0,0.0,netral
collegemenfess kkn tempat yg gaada sinyal wkwk masuk hutan bilang desa hutan pas survey lgsng mikir duh kaya kkn desa tari sempet gamau kkn seru pgn lagi gasemenakutkan mikir kaya pgn kkn sampe lulus gamau skripsi wkwk,0.6,-0.3,negatif
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
scaraameowz desa tari,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
mimpi mlm td jln bal jd kes kkn desa tari subuh,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
kkn desa tari gentayang layar lebar https co chbqw,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
nextjack scenariese magurameudin abeduh sih kkn desa tari gak ngeh,0.0,0.0,netral
moviemenfes kkn desa tari,0.0,0.0,netral
moviemenfes kkn desa tari anjir bgt,0.0,0.0,netral
added new video kkn desa tari background metal https co ufbiqi ur video https co rm x,0.45454545454545453,0.13636363636363635,positif
sseongbe oh manoj punjabi ajak main kkn desa tari jgn,0.3333333333333333,0.16666666666666666,positif
psycheax desa tari ga,0.0,0.0,netral
kkn desa tari sewu dino itula prik bgt kaya rewatch kkn dikit dikit huaoooo,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
wahh iki cerita yg turut ngga kalah epic dr kkn desa tari mantul cc simplem,0.4,0.1,positif
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
kkn desa tari adegan nya ngga,0.0,0.0,netral
keluarga bawa anak gua tonton tu banyak film horror anak kecil tk umur gua nonton kkn desa tari coi ni keluarga bawa tu anak bocil duduk atas gua oke kalo bawa masuk aja enggaa,0.0,0.0,netral
latiefahnfauzi kochengfs rasuk setan tari desa kkn kah,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
yg per ko beda ya yg puter kkn desa tari uncut kemarin,0.8,-0.5,negatif
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
simplem mas maaf nih nonton kkn desa tari streaming platform sih yg film akurat yg mas cerita twitter yg sewudino akurat terima kasih,0.0,0.0,netral
moviemenfes kkn desa tari,0.0,0.0,netral
boxofficemovie smoga kemas eksekusi keren ya sm directornya jgn kyk kkn desa tari scene scenenya plek ketiplek bgt kyk thread nya jelek bgt deh,0.0,0.0,netral
driver paham pandang lihat dua orang asli sidoarjo pandang janggal pikir bayang kisah desa tari tempo ramai duh,0.6,-0.3,negatif
starfess nct suka nari saman blusukan bantar gebang makan klepon bus tingkat nonton kkn desa tari kek udah jd indo banget nder wkwkw luar konteks karya yg sender cek yutup ya relay cam varshow mv behind scene,0.7,-0.4,negatif
askrlfess kkn desa tari wkwkk untung gak nonton bioskop,0.0,0.0,netral
masuk ranah horror efek serasa nonton trilogi danur kkn desa tari kepala pusing jumpscare sound berisik otak ledak banyak ketidakjelasan cerita tambah konklusi buru buru waras hilang,0.4,0.4,positif
sunookig sunghooj wocpil tolong ajar gua ngedance ngedance desa tari,0.0,0.0,netral
lebaran kemarin perdana kkn desa tari tayang excited bgt penasaran gak rem lebaran sewu dino tayang nya film horor tayang gercep mas hafid kaget,0.75,0.375,positif
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
chikiballisgood desa tari,0.0,0.0,netral
moviemenfes kkn desa tari porno,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
cenayangfilm kkn desa tari bunuh,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
film warkop dki reborn nya rako prijanto biang kerok film film asun mawardi danur universe worst kkn desa tari versi apa,1.0,-1.0,negatif
starfess ilichil nari poco nari saman pake sarung dreamies wahana kkn desa tari ngevlog badarawuhi salim muh chonlo kena angin jkt suka salah resto seafood sana kurleb nder,0.0,0.0,netral
kkn desa tari bosan lupa dah tengok movie ni lepas lepas tu takda mood nak sambung,0.0,0.0,netral
asih encanto danur kkn desa tari,0.0,0.0,netral
kkn desa tari https co dpcgxps ah paku kuntilanak https co qpdgo ilty tali pocong perawan https co lcqesswlen pocong keliling https co eifdd dp abdi setan https co h fjbtvyo request dm,0.0,0.0,netral
seventeenxgyu korupsi kolusi nepotisme kkn desa tari,0.0,0.0,netral
tudys wendy kkn ape desa tari,0.0,0.0,netral
dwianggaf kkn desa tari ae ngga,0.0,0.0,netral
gimana xixixi nih lanjut fakta fakta kkn desa tari tahu tiser ad fakta yg bikin tidur engga teg https co j ksfhx faktamisteri crimitif lampukota oprec selaras,0.0,0.0,netral
habis bahas cerita kkn desa tari ga lengkap engga mana lokasi desa tari xixixi kepo cari mba dawuh sana mari kesini https co bpj umjdsu faktamisteri crimitif lampukota oprec selaras,0.0,0.0,netral
tuju abdi setan muncul film horror level kecuali kkn desa tari semi nya njir nonton breng ortu otomatis habis film selesai silent,0.1,0.0,netral
udah ga asing cerita kkn desa tari bega lengkap dengerin cerita misteri tin lagu https co mewhnfel ceritamisteri cermis crimitif lampukota oprec selaras,0.0,0.0,netral
oke review kkn desa tari luwih dowo luwih medeni https co u vf xhuvh film,0.0,0.0,netral
moviemenfes kkn desa tari,0.0,0.0,netral
najaemtekin kmrn aja main kkn desa tari,0.3333333333333333,0.16666666666666666,positif
kkn desa tari opo maneh iki https co eu odckt,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
kali movie date nonton kkn desa tari film nya ga gitu rem visual hantu hantu ramah liat udah cemberut duluan film ngeluarin musik musik gamelan,0.0,0.0,netral
yaegyuji haahhh astaga gitu ya film horor indo bagus lho kemaren film horor indo yg tonton bagus yah ya nya bbrp engga bener kaya kkn desa tari gitu,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
nct menfess wayv transjakarta nct dream akrab hantu wahana kkn desa tari nct dream joget lagu indo nct nari poco poco nari saman renjun citayem fw jaemin makan seblak,0.0,0.0,netral
geleng samar samar wajah laksmi sesat desa windualit korban demit tari alas mayit pulang ti kenal,1.0,-0.4,negatif
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
kkn desa tari produksi md pictures pichouse films https co apwzkkjzhb,0.0,0.0,netral
leeknyaw korupsi kolusi nepotisme kkn desa tari,0.0,0.0,netral
nct menfess renjun citayem fashion week jeno jaemin goyang bang jali dreamies wah kkn desa tari ilichil goyang poco poco jaemin mark jisung cover dance mendung tanpo udan wayv keliling jakarta tj haechan johnny taeil taeyong ba wadimor wkwk,0.0,0.0,netral
nct menfess nct daily sub bahasa jawa edisi jaemin jeno sepeda akun official jeno jaemin nyuci baju persija bekas renjun citayem fashion week chenle pasar ikan nct dream wahana kkn desa tari,0.0,0.0,netral
nct menfess nct dream masuk wahana kkn desa tari,0.0,0.0,netral
nct dream indonesia akrab badarawuhi pas main wahana kkn desa tari renjun citayem fashion week ngepost pake caption bahasa gaul chenle hunting seafood basket satpam jaemin ken nyoba seblak salim muh jaemin makan mie kremes,0.3333333333333333,0.16666666666666666,positif
jeno jaemin many experiences indonesia volunteer bantargebang bekas meet sultan andara joget bang jali selfie went wahana kkn desa tari met muh list goes https co xccs ssw,0.5,0.5,positif
convomf kkn desa tari,0.0,0.0,netral
nct dream nyoba wahana kkn desa tari nct dream salim muh makinn ga masuk akal banget cokkkk,0.0,0.0,netral
nctzenbase idol wahana desa tari wkwk,0.0,0.0,netral
serba serbi nct dream indo renjun citayem fashion week akrab badarawuhi pas main wahana kkn desa tari chenle hunting seafood basket satpam ngepost pake caption bahasa gaul jaemin ken nyoba seblak salim muh,0.3333333333333333,0.16666666666666666,positif
historivitae hayden poster film kkn desa tari,0.0,0.0,netral
historivitae hayden poster film kkn desa tari,0.0,0.0,netral
convomf kkn desa tari wkwk,0.0,0.0,netral
naravitaminz pls iyaaa kek kkn desa tari pake cut uncut plsss,0.8,-0.5,negatif
convomf kkn desa tari,0.0,0.0,netral
mala udah kaya kkn desa tari,0.0,0.0,netral
manoj punjabi umum kkn desa tari tayang https co ei acvzyu,0.0,0.0,netral
apaapaansi desa tari gak tuh,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
malem malem tetangga muter lagu banyuwangi kenceng bgt etss langsung keinget salah scene kkn desa tari anj mrindinggss,0.0,0.0,netral
film kalah kkn desa tari yg tempat posisi dasar film yg angkat daei thread yg viralnya maen,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
ayu berangkat kkn per film kkn desa tari https co q w ttvwnl,0.0,0.0,netral
resthourminimum lg kkn desa tari yak,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
manoj punjabi nonton jam mentah film kkn desa tari https co vb c satmn,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
manoj punjabi wartawan kait strategi film kkn desa tari https co cpkyuf nch,0.0,0.0,netral
kkn desa tari simpleman flyfbp https co eexhytzdy https co pre skqazz,0.0,0.0,netral
kkn desa tari j kcs c https co hfujxj zp https co tzs qeetjf,0.0,0.0,netral
modus kkn desa tari https co hichbzz f,0.0,0.0,netral
manoj punjabi pilih casting per film kkn desa tari https co jmuqulnkvp,0.0,0.0,netral
jokoanwar pegawai negeri kkn bikin konsep horor remake desa tari kkn,0.0,0.0,netral
penasaran lokasi film kkn desa tari manoj punjabi https co ckehlrjjn,0.0,0.0,netral
tanyarlfes kkn desa tari pesan moral sagapung,0.25,0.0,netral
kendala syuting film kkn desa tari langsung manoj punjabi https co qmba yzhlu,0.0,0.0,netral
mvs maaf ngelanggar nonton kkn desa tari nih yg nonton bareng ngelanggar w hapus,0.0,0.0,netral
befourjune kkn desa tari,0.0,0.0,netral
kkn desa tari,0.0,0.0,netral
zoobabystation nonton film co driver film kayak kkn desa tari nonton ya aja seh emang salah ya nonton,0.0,0.0,netral
sapihujann marketingnya jago mor kek kkn desa tari goreng terussss,0.0,0.0,netral
tanyarlfes kkn desa tari ngentot sembarang,0.0,0.0,netral
tanyarlfes udah yg gampang film kkn desa tari pesan moral mana tempat sopan hormat adat daerah laennya ato sinetron indosiar,0.25,0.0,netral
harga tiket kkn desa tari,0.0,0.0,netral
keepersanemi ayo sanemi tulis kalimat koreksi shinobu pulang rekan rekan habis libur inap desa tari,0.0,0.0,netral
kkn desa tari ngelihat anya ngereog,0.0,0.0,netral
seputartetangga ajak murid smk sih nonton film kelas request film horor indeed kkn desa tari film hype aja film indo genre trend,0.0,0.0,netral
kemarin nonton kkn desa tari sampe bawa suasana nya,0.0,0.0,netral
bolohoooooooo fesss mba suka baca novel ga novel isi tulis doang ya bilang cerita seru baca thread kkn desa tari bilang rem banget cekam tulis doang,0.0,0.0,netral
film sewu dino garap kimo stamboel manoj punjabi jamin seram film kkn desa tari https co mhdq n lr,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
faktonei detikcom detiksumut bneran film debut kkn desa tari wkwkwk tp jd mua sfxnya wkwkkw https co gozlz yqij,0.0,0.0,netral
zxxdxn skenario putusnyo lantak nak fokus skripsi selingkuh pas kkn men slingkuh moga bae kknyo desa tari biar langsung tinggal,0.0,0.0,netral
tanyakanrl nggak twitter cerita kkn desa tari,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
harga tiket kkn desa tari,0.0,0.0,netral
kejorapurnama bandung real place desa tari shit literally go,0.55,0.0,netral
arafunetetsuji wow jual tinggi kaya kkn desa tari ga sih jelek,1.0,0.1,positif
moviemenfes kkn desa tari since des https co j bzmye,0.0,0.0,netral
lucu bahas jelek bagus yg bales pake angka ekwkkwkk kkn desa tari tonton banget overall film aja masuk ffi aja kagak,0.0,0.0,netral
imigrran remake film kkn desa tari dung wkwk,0.0,0.0,netral
moviemenfes nonton kkn desa tari min seru gin https co ql rbdrs,0.0,0.0,netral
moviemenfes kkn desa tari bareng doi kak aku takut doi gak takut buka mata eh pas bener adegan langsung tutup mata,0.0,0.0,netral
katarsismanis desa tari breakdance jagakarsa ahahahah,0.0,0.0,netral
lobi bareng gudang ruang laundry pantry yg liat housing tuh pencil hutan malem gelap klo guru yg nganter gw pulang vibes nya kyk film kkn desa tari gitu gw sih aja damai gitu,0.0,0.0,netral
beyournoona kaya cerita kkn desa tari gitu yaa jiwa nya aja fisik nya,0.0,0.0,netral
moviemenfes kkn desa tari ahahah taun,0.0,0.0,netral
avengers eg kkn desa tari avengers iw spiderman nwh dr strange mom warkop dki reborn avatar wow captain marvel fate furious sat slaves ii,0.575,0.025,positif
sbyfess kalo suka alam sih nder pantai gunung kidul bebas kali adem gunung api purba nglanggeran kalo gak capek jalan jalan kaki jam sungai mudal kaliurang sih lupa nama yg syuting kkn desa tari,0.0,0.0,netral
nonton bioskop kkn desa tari dibayarin temen mo booking kaget larang wkwkk,0.0,0.0,netral
harga tiket bioskop kkn desa tari,0.0,0.0,netral
wownoou unfriendless kkn desa tari kak,0.0,0.0,netral
film kalah bagus kkn desa tari https co whpanm z,0.0,0.0,netral
badarawuhi gak ikut kutip film kkn desa tari https co eronygrpdc,0.0,0.0,netral
kisah kkn desa tari ambil kisah nyata mahasiswa kkn desa tonton https co nyioqarhhl,0.0,0.0,netral
moviemenfes kkn desa tari,0.0,0.0,netral
moviemenfes kkn desa tari,0.0,0.0,netral
usul badarawuhi film kkn desa tari doyan wik wik penasran film tonton https co nyioqarhhl,0.0,0.0,netral
movie kkn desa tari full movie https co nyioqarhhl lupa like share follow,0.55,0.35,positif
moviemenfes kkn desa tari udh bgt woyyy,0.0,0.0,netral
kit bedah lirik alu sinden dhat ost kkn desa tari luwih dowo luwih medeni https co p nnzhaixk,0.0,0.0,netral
moviemenfes kkn desa tari,0.0,0.0,netral
moviemenfes kkn desa tari uncut,0.8,-0.5,negatif
merinding live dhat kit hajat kkn desa tari luwih dowo luwih medeni https co vtlpbip,0.5,0.13636363636363635,positif
moviemenfes sepi jelek nder rame bahas bagus contoh kkn desa tari rame bahas gua b aja selera,0.0,0.0,netral
moviemenfes desember kmrn pas mlm nonton kkn desa tari sm mas crush wkwk,0.0,0.0,netral
moviemenfes kkn desa tari,0.0,0.0,netral
efenerr desa tari,0.0,0.0,netral
bittychuu hutan banyuwangi lokasi kkn desa tari,0.0,0.0,netral
horror story kkn desa tari versi nur https co jmd hz flq https co btzgcyzvca,0.0,0.0,netral
moviemenfes curi raden saleh kkn desa tari duluan si,0.0,0.0,netral
cerita horor kkn desa tari versi widya https co jz q bjn https co oiw ef ln,0.0,0.0,netral
moviemenfes kkn desa tari,0.0,0.0,netral
moviemenfes kkn desa tari penasaran habis gak nonton bioskop gak sempet,0.0,0.0,netral
moviemenfes udah nonton kkn desa tari,0.0,0.0,netral
moviemenfes kkn desa tari,0.0,0.0,netral
minsilnf wkakaka tau km kaya kkn desa tari,0.0,0.0,netral
